Date,Value,Rate
01/01/2020,1.085,CHF
01/01/2020,0.8459,GBP
01/01/2020,121.87100000000001,JPY
01/01/2020,9.8475,NOK
01/01/2020,1.1215,USD
01/02/2019,-0.365,EONIA
01/02/2019,-0.11,EUR12M
01/02/2019,-0.369,EUR1M
01/02/2019,-0.375,EUR1W
01/02/2019,-0.308,EUR3M
01/02/2019,-0.235,EUR6M
01/03/2019,-0.368,EONIA
01/03/2019,-0.108,EUR12M
01/03/2019,-0.368,EUR1M
01/03/2019,-0.373,EUR1W
01/03/2019,-0.31,EUR3M
01/03/2019,-0.23,EUR6M
01/04/2019,-0.366,EONIA
01/04/2019,-0.112,EUR12M
01/04/2019,-0.3670000000000001,EUR1M
01/04/2019,-0.379,EUR1W
01/04/2019,-0.31,EUR3M
01/04/2019,-0.228,EUR6M
01/04/2020,1.0582,CHF
01/04/2020,-0.442,EONIA
01/04/2020,-0.168,EUR12M
01/04/2020,-0.468,EUR1M
01/04/2020,-0.516,EUR1W
01/04/2020,-0.343,EUR3M
01/04/2020,-0.276,EUR6M
01/04/2020,0.8837,GBP
01/04/2020,117.45299999999999,JPY
01/04/2020,11.4346,NOK
01/04/2020,1.0956,USD
01/05/2020,1.0549,CHF
01/05/2020,0.8788,GBP
01/05/2020,117.4,JPY
01/05/2020,11.347999999999999,NOK
01/05/2020,1.0979999999999999,USD
01/07/2019,-0.366,EONIA
01/07/2019,-0.217,EUR12M
01/07/2019,-0.392,EUR1M
01/07/2019,-0.398,EUR1W
01/07/2019,-0.34600000000000003,EUR3M
01/07/2019,-0.313,EUR6M
01/08/2019,-0.361,EONIA
01/08/2019,-0.3,EUR12M
01/08/2019,-0.393,EUR1M
01/08/2019,-0.414,EUR1W
01/08/2019,-0.377,EUR3M
01/08/2019,-0.363,EUR6M
01/10/2019,-0.464,EONIA
01/10/2019,-0.33,EUR12M
01/10/2019,-0.467,EUR1M
01/10/2019,-0.4970000000000001,EUR1W
01/10/2019,-0.428,EUR3M
01/10/2019,-0.387,EUR6M
01/11/2019,-0.464,EONIA
01/11/2019,-0.281,EUR12M
01/11/2019,-0.443,EUR1M
01/11/2019,-0.488,EUR1W
01/11/2019,-0.399,EUR3M
01/11/2019,-0.348,EUR6M
02/01/2019,-0.368,EONIA
02/01/2019,-0.121,EUR12M
02/01/2019,-0.362,EUR1M
02/01/2019,-0.3720000000000001,EUR1W
02/01/2019,-0.31,EUR3M
02/01/2019,-0.238,EUR6M
02/01/2020,1.0848,CHF
02/01/2020,-0.454,EONIA
02/01/2020,-0.248,EUR12M
02/01/2020,-0.436,EUR1M
02/01/2020,-0.491,EUR1W
02/01/2020,-0.379,EUR3M
02/01/2020,-0.32299999999999995,EUR6M
02/01/2020,0.8501,GBP
02/01/2020,121.26100000000001,JPY
02/01/2020,9.8227,NOK
02/01/2020,1.1171,USD
02/03/2020,1.0672,CHF
02/03/2020,-0.457,EONIA
02/03/2020,-0.327,EUR12M
02/03/2020,-0.488,EUR1M
02/03/2020,-0.52,EUR1W
02/03/2020,-0.434,EUR3M
02/03/2020,-0.4,EUR6M
02/03/2020,0.8733,GBP
02/03/2020,120.60799999999999,JPY
02/03/2020,10.3452,NOK
02/03/2020,1.1139,USD
02/04/2019,-0.3670000000000001,EONIA
02/04/2019,-0.112,EUR12M
02/04/2019,-0.3670000000000001,EUR1M
02/04/2019,-0.38,EUR1W
02/04/2019,-0.311,EUR3M
02/04/2019,-0.23,EUR6M
02/04/2020,1.0573,CHF
02/04/2020,-0.449,EONIA
02/04/2020,-0.153,EUR12M
02/04/2020,-0.454,EUR1M
02/04/2020,-0.495,EUR1W
02/04/2020,-0.336,EUR3M
02/04/2020,-0.268,EUR6M
02/04/2020,0.8754,GBP
02/04/2020,117.311,JPY
02/04/2020,11.2646,NOK
02/04/2020,1.085,USD
02/05/2019,-0.362,EONIA
02/05/2019,-0.114,EUR12M
02/05/2019,-0.366,EUR1M
02/05/2019,-0.377,EUR1W
02/05/2019,-0.309,EUR3M
02/05/2019,-0.232,EUR6M
02/07/2019,-0.3670000000000001,EONIA
02/07/2019,-0.233,EUR12M
02/07/2019,-0.386,EUR1M
02/07/2019,-0.397,EUR1W
02/07/2019,-0.35100000000000003,EUR3M
02/07/2019,-0.327,EUR6M
02/08/2019,-0.35700000000000004,EONIA
02/08/2019,-0.304,EUR12M
02/08/2019,-0.392,EUR1M
02/08/2019,-0.411,EUR1W
02/08/2019,-0.38,EUR3M
02/08/2019,-0.3670000000000001,EUR6M
02/09/2019,-0.362,EONIA
02/09/2019,-0.384,EUR12M
02/09/2019,-0.4270000000000001,EUR1M
02/09/2019,-0.413,EUR1W
02/09/2019,-0.436,EUR3M
02/09/2019,-0.439,EUR6M
02/10/2019,-0.466,EONIA
02/10/2019,-0.32299999999999995,EUR12M
02/10/2019,-0.468,EUR1M
02/10/2019,-0.515,EUR1W
02/10/2019,-0.425,EUR3M
02/10/2019,-0.384,EUR6M
02/12/2019,-0.456,EONIA
02/12/2019,-0.27,EUR12M
02/12/2019,-0.439,EUR1M
02/12/2019,-0.472,EUR1W
02/12/2019,-0.4,EUR3M
02/12/2019,-0.345,EUR6M
03/01/2019,-0.366,EONIA
03/01/2019,-0.119,EUR12M
03/01/2019,-0.363,EUR1M
03/01/2019,-0.3720000000000001,EUR1W
03/01/2019,-0.309,EUR3M
03/01/2019,-0.237,EUR6M
03/01/2020,1.0857,CHF
03/01/2020,-0.452,EONIA
03/01/2020,-0.238,EUR12M
03/01/2020,-0.443,EUR1M
03/01/2020,-0.503,EUR1W
03/01/2020,-0.384,EUR3M
03/01/2020,-0.32299999999999995,EUR6M
03/01/2020,0.8527,GBP
03/01/2020,120.63,JPY
03/01/2020,9.8617,NOK
03/01/2020,1.1159999999999999,USD
03/02/2020,1.0682,CHF
03/02/2020,-0.452,EONIA
03/02/2020,-0.29,EUR12M
03/02/2020,-0.455,EUR1M
03/02/2020,-0.51,EUR1W
03/02/2020,-0.393,EUR3M
03/02/2020,-0.338,EUR6M
03/02/2020,0.8508,GBP
03/02/2020,120.176,JPY
03/02/2020,10.2678,NOK
03/02/2020,1.1059,USD
03/03/2020,1.0679,CHF
03/03/2020,-0.457,EONIA
03/03/2020,-0.362,EUR12M
03/03/2020,-0.508,EUR1M
03/03/2020,-0.516,EUR1W
03/03/2020,-0.463,EUR3M
03/03/2020,-0.422,EUR6M
03/03/2020,0.8716,GBP
03/03/2020,119.69,JPY
03/03/2020,10.3604,NOK
03/03/2020,1.1169,USD
03/04/2019,-0.368,EONIA
03/04/2019,-0.112,EUR12M
03/04/2019,-0.3670000000000001,EUR1M
03/04/2019,-0.38,EUR1W
03/04/2019,-0.31,EUR3M
03/04/2019,-0.23,EUR6M
03/04/2020,1.0553,CHF
03/04/2020,-0.454,EONIA
03/04/2020,-0.149,EUR12M
03/04/2020,-0.438,EUR1M
03/04/2020,-0.518,EUR1W
03/04/2020,-0.341,EUR3M
03/04/2020,-0.277,EUR6M
03/04/2020,0.8812,GBP
03/04/2020,117.27799999999999,JPY
03/04/2020,11.4296,NOK
03/04/2020,1.0812,USD
03/05/2019,-0.35600000000000004,EONIA
03/05/2019,-0.114,EUR12M
03/05/2019,-0.365,EUR1M
03/05/2019,-0.376,EUR1W
03/05/2019,-0.309,EUR3M
03/05/2019,-0.23,EUR6M
03/06/2019,-0.365,EONIA
03/06/2019,-0.175,EUR12M
03/06/2019,-0.378,EUR1M
03/06/2019,-0.391,EUR1W
03/06/2019,-0.32299999999999995,EUR3M
03/06/2019,-0.254,EUR6M
03/07/2019,-0.368,EONIA
03/07/2019,-0.243,EUR12M
03/07/2019,-0.39,EUR1M
03/07/2019,-0.397,EUR1W
03/07/2019,-0.353,EUR3M
03/07/2019,-0.335,EUR6M
03/09/2019,-0.363,EONIA
03/09/2019,-0.385,EUR12M
03/09/2019,-0.435,EUR1M
03/09/2019,-0.413,EUR1W
03/09/2019,-0.448,EUR3M
03/09/2019,-0.448,EUR6M
03/10/2019,-0.47,EONIA
03/10/2019,-0.328,EUR12M
03/10/2019,-0.474,EUR1M
03/10/2019,-0.503,EUR1W
03/10/2019,-0.425,EUR3M
03/10/2019,-0.387,EUR6M
03/12/2019,-0.454,EONIA
03/12/2019,-0.263,EUR12M
03/12/2019,-0.448,EUR1M
03/12/2019,-0.499,EUR1W
03/12/2019,-0.397,EUR3M
03/12/2019,-0.333,EUR6M
04/01/2019,-0.365,EONIA
04/01/2019,-0.119,EUR12M
04/01/2019,-0.363,EUR1M
04/01/2019,-0.373,EUR1W
04/01/2019,-0.309,EUR3M
04/01/2019,-0.237,EUR6M
04/02/2019,-0.358,EONIA
04/02/2019,-0.109,EUR12M
04/02/2019,-0.3670000000000001,EUR1M
04/02/2019,-0.374,EUR1W
04/02/2019,-0.307,EUR3M
04/02/2019,-0.235,EUR6M
04/02/2020,1.0704,CHF
04/02/2020,-0.451,EONIA
04/02/2020,-0.28800000000000003,EUR12M
04/02/2020,-0.46,EUR1M
04/02/2020,-0.509,EUR1W
04/02/2020,-0.396,EUR3M
04/02/2020,-0.34,EUR6M
04/02/2020,0.8474,GBP
04/02/2020,120.899,JPY
04/02/2020,10.1721,NOK
04/02/2020,1.1044,USD
04/03/2019,-0.37,EONIA
04/03/2019,-0.108,EUR12M
04/03/2019,-0.3670000000000001,EUR1M
04/03/2019,-0.373,EUR1W
04/03/2019,-0.309,EUR3M
04/03/2019,-0.23,EUR6M
04/03/2020,1.0646,CHF
04/03/2020,-0.456,EONIA
04/03/2020,-0.359,EUR12M
04/03/2020,-0.502,EUR1M
04/03/2020,-0.507,EUR1W
04/03/2020,-0.468,EUR3M
04/03/2020,-0.418,EUR6M
04/03/2020,0.8651,GBP
04/03/2020,119.728,JPY
04/03/2020,10.3075,NOK
04/03/2020,1.1133,USD
04/04/2019,-0.368,EONIA
04/04/2019,-0.112,EUR12M
04/04/2019,-0.3670000000000001,EUR1M
04/04/2019,-0.38,EUR1W
04/04/2019,-0.31,EUR3M
04/04/2019,-0.23,EUR6M
04/05/2020,1.0527,CHF
04/05/2020,-0.458,EONIA
04/05/2020,-0.108,EUR12M
04/05/2020,-0.476,EUR1M
04/05/2020,-0.5,EUR1W
04/05/2020,-0.28600000000000003,EUR3M
04/05/2020,-0.157,EUR6M
04/05/2020,0.8762,GBP
04/05/2020,116.339,JPY
04/05/2020,11.2584,NOK
04/05/2020,1.0904,USD
04/06/2019,-0.365,EONIA
04/06/2019,-0.177,EUR12M
04/06/2019,-0.379,EUR1M
04/06/2019,-0.391,EUR1W
04/06/2019,-0.322,EUR3M
04/06/2019,-0.254,EUR6M
04/07/2019,-0.3670000000000001,EONIA
04/07/2019,-0.258,EUR12M
04/07/2019,-0.393,EUR1M
04/07/2019,-0.396,EUR1W
04/07/2019,-0.354,EUR3M
04/07/2019,-0.338,EUR6M
04/09/2019,-0.362,EONIA
04/09/2019,-0.379,EUR12M
04/09/2019,-0.441,EUR1M
04/09/2019,-0.404,EUR1W
04/09/2019,-0.443,EUR3M
04/09/2019,-0.439,EUR6M
04/10/2019,-0.468,EONIA
04/10/2019,-0.336,EUR12M
04/10/2019,-0.474,EUR1M
04/10/2019,-0.502,EUR1W
04/10/2019,-0.423,EUR3M
04/10/2019,-0.389,EUR6M
04/11/2019,-0.451,EONIA
04/11/2019,-0.276,EUR12M
04/11/2019,-0.443,EUR1M
04/11/2019,-0.483,EUR1W
04/11/2019,-0.398,EUR3M
04/11/2019,-0.343,EUR6M
04/12/2019,-0.455,EONIA
04/12/2019,-0.267,EUR12M
04/12/2019,-0.45,EUR1M
04/12/2019,-0.499,EUR1W
04/12/2019,-0.393,EUR3M
04/12/2019,-0.335,EUR6M
05/02/2019,-0.363,EONIA
05/02/2019,-0.109,EUR12M
05/02/2019,-0.368,EUR1M
05/02/2019,-0.374,EUR1W
05/02/2019,-0.308,EUR3M
05/02/2019,-0.234,EUR6M
05/02/2020,1.0708,CHF
05/02/2020,-0.451,EONIA
05/02/2020,-0.278,EUR12M
05/02/2020,-0.459,EUR1M
05/02/2020,-0.508,EUR1W
05/02/2020,-0.4,EUR3M
05/02/2020,-0.34600000000000003,EUR6M
05/02/2020,0.846,GBP
05/02/2020,120.77,JPY
05/02/2020,10.1287,NOK
05/02/2020,1.0999,USD
05/03/2019,-0.3720000000000001,EONIA
05/03/2019,-0.108,EUR12M
05/03/2019,-0.3670000000000001,EUR1M
05/03/2019,-0.373,EUR1W
05/03/2019,-0.308,EUR3M
05/03/2019,-0.231,EUR6M
05/03/2020,1.0619,CHF
05/03/2020,-0.455,EONIA
05/03/2020,-0.362,EUR12M
05/03/2020,-0.513,EUR1M
05/03/2020,-0.517,EUR1W
05/03/2020,-0.469,EUR3M
05/03/2020,-0.4320000000000001,EUR6M
05/03/2020,0.8671,GBP
05/03/2020,119.229,JPY
05/03/2020,10.4117,NOK
05/03/2020,1.1231,USD
05/04/2019,-0.368,EONIA
05/04/2019,-0.112,EUR12M
05/04/2019,-0.3670000000000001,EUR1M
05/04/2019,-0.379,EUR1W
05/04/2019,-0.31,EUR3M
05/04/2019,-0.231,EUR6M
05/05/2020,1.0542,CHF
05/05/2020,-0.454,EONIA
05/05/2020,-0.108,EUR12M
05/05/2020,-0.469,EUR1M
05/05/2020,-0.514,EUR1W
05/05/2020,-0.297,EUR3M
05/05/2020,-0.165,EUR6M
05/05/2020,0.8711,GBP
05/05/2020,115.50399999999999,JPY
05/05/2020,11.1263,NOK
05/05/2020,1.0844,USD
05/06/2019,-0.366,EONIA
05/06/2019,-0.177,EUR12M
05/06/2019,-0.383,EUR1M
05/06/2019,-0.389,EUR1W
05/06/2019,-0.32,EUR3M
05/06/2019,-0.254,EUR6M
05/07/2019,-0.3670000000000001,EONIA
05/07/2019,-0.268,EUR12M
05/07/2019,-0.394,EUR1M
05/07/2019,-0.404,EUR1W
05/07/2019,-0.36,EUR3M
05/07/2019,-0.344,EUR6M
05/08/2019,-0.35600000000000004,EONIA
05/08/2019,-0.308,EUR12M
05/08/2019,-0.401,EUR1M
05/08/2019,-0.407,EUR1W
05/08/2019,-0.384,EUR3M
05/08/2019,-0.369,EUR6M
05/09/2019,-0.36,EONIA
05/09/2019,-0.373,EUR12M
05/09/2019,-0.443,EUR1M
05/09/2019,-0.408,EUR1W
05/09/2019,-0.441,EUR3M
05/09/2019,-0.431,EUR6M
05/11/2019,-0.456,EONIA
05/11/2019,-0.278,EUR12M
05/11/2019,-0.438,EUR1M
05/11/2019,-0.475,EUR1W
05/11/2019,-0.403,EUR3M
05/11/2019,-0.344,EUR6M
05/12/2019,-0.455,EONIA
05/12/2019,-0.269,EUR12M
05/12/2019,-0.453,EUR1M
05/12/2019,-0.493,EUR1W
05/12/2019,-0.395,EUR3M
05/12/2019,-0.336,EUR6M
06/01/2020,1.0837,CHF
06/01/2020,-0.454,EONIA
06/01/2020,-0.248,EUR12M
06/01/2020,-0.45,EUR1M
06/01/2020,-0.506,EUR1W
06/01/2020,-0.385,EUR3M
06/01/2020,-0.325,EUR6M
06/01/2020,0.8497,GBP
06/01/2020,121.32700000000001,JPY
06/01/2020,9.8434,NOK
06/01/2020,1.1196,USD
06/02/2019,-0.363,EONIA
06/02/2019,-0.108,EUR12M
06/02/2019,-0.3670000000000001,EUR1M
06/02/2019,-0.373,EUR1W
06/02/2019,-0.308,EUR3M
06/02/2019,-0.234,EUR6M
06/02/2020,1.0701,CHF
06/02/2020,-0.45,EONIA
06/02/2020,-0.27,EUR12M
06/02/2020,-0.459,EUR1M
06/02/2020,-0.503,EUR1W
06/02/2020,-0.399,EUR3M
06/02/2020,-0.343,EUR6M
06/02/2020,0.8493,GBP
06/02/2020,120.774,JPY
06/02/2020,10.1259,NOK
06/02/2020,1.0979999999999999,USD
06/03/2019,-0.368,EONIA
06/03/2019,-0.108,EUR12M
06/03/2019,-0.3670000000000001,EUR1M
06/03/2019,-0.373,EUR1W
06/03/2019,-0.308,EUR3M
06/03/2019,-0.232,EUR6M
06/03/2020,1.0576,CHF
06/03/2020,-0.456,EONIA
06/03/2020,-0.348,EUR12M
06/03/2020,-0.501,EUR1M
06/03/2020,-0.52,EUR1W
06/03/2020,-0.473,EUR3M
06/03/2020,-0.4270000000000001,EUR6M
06/03/2020,0.8649,GBP
06/03/2020,118.935,JPY
06/03/2020,10.4337,NOK
06/03/2020,1.1285,USD
06/04/2020,1.0558,CHF
06/04/2020,-0.448,EONIA
06/04/2020,-0.134,EUR12M
06/04/2020,-0.431,EUR1M
06/04/2020,-0.493,EUR1W
06/04/2020,-0.318,EUR3M
06/04/2020,-0.253,EUR6M
06/04/2020,0.8843,GBP
06/04/2020,117.78,JPY
06/04/2020,11.2494,NOK
06/04/2020,1.0785,USD
06/05/2019,-0.361,EONIA
06/05/2019,-0.114,EUR12M
06/05/2019,-0.365,EUR1M
06/05/2019,-0.381,EUR1W
06/05/2019,-0.308,EUR3M
06/05/2019,-0.23,EUR6M
06/05/2020,1.0527,CHF
06/05/2020,-0.457,EONIA
06/05/2020,-0.08800000000000001,EUR12M
06/05/2020,-0.469,EUR1M
06/05/2020,-0.511,EUR1W
06/05/2020,-0.266,EUR3M
06/05/2020,-0.136,EUR6M
06/05/2020,0.8756,GBP
06/05/2020,114.50399999999999,JPY
06/05/2020,11.09,NOK
06/05/2020,1.0797,USD
06/06/2019,-0.3670000000000001,EONIA
06/06/2019,-0.183,EUR12M
06/06/2019,-0.383,EUR1M
06/06/2019,-0.392,EUR1W
06/06/2019,-0.32299999999999995,EUR3M
06/06/2019,-0.259,EUR6M
06/08/2019,-0.36,EONIA
06/08/2019,-0.319,EUR12M
06/08/2019,-0.4,EUR1M
06/08/2019,-0.415,EUR1W
06/08/2019,-0.389,EUR3M
06/08/2019,-0.383,EUR6M
06/09/2019,-0.362,EONIA
06/09/2019,-0.358,EUR12M
06/09/2019,-0.452,EUR1M
06/09/2019,-0.403,EUR1W
06/09/2019,-0.4370000000000001,EUR3M
06/09/2019,-0.423,EUR6M
06/11/2019,-0.454,EONIA
06/11/2019,-0.269,EUR12M
06/11/2019,-0.445,EUR1M
06/11/2019,-0.487,EUR1W
06/11/2019,-0.406,EUR3M
06/11/2019,-0.339,EUR6M
06/12/2019,-0.456,EONIA
06/12/2019,-0.269,EUR12M
06/12/2019,-0.456,EUR1M
06/12/2019,-0.489,EUR1W
06/12/2019,-0.393,EUR3M
06/12/2019,-0.333,EUR6M
07/01/2019,-0.365,EONIA
07/01/2019,-0.119,EUR12M
07/01/2019,-0.363,EUR1M
07/01/2019,-0.373,EUR1W
07/01/2019,-0.31,EUR3M
07/01/2019,-0.236,EUR6M
07/01/2020,1.0821,CHF
07/01/2020,-0.455,EONIA
07/01/2020,-0.248,EUR12M
07/01/2020,-0.452,EUR1M
07/01/2020,-0.504,EUR1W
07/01/2020,-0.387,EUR3M
07/01/2020,-0.32299999999999995,EUR6M
07/01/2020,0.8494,GBP
07/01/2020,120.895,JPY
07/01/2020,9.8723,NOK
07/01/2020,1.1148,USD
07/02/2019,-0.363,EONIA
07/02/2019,-0.108,EUR12M
07/02/2019,-0.369,EUR1M
07/02/2019,-0.373,EUR1W
07/02/2019,-0.308,EUR3M
07/02/2019,-0.233,EUR6M
07/02/2020,1.0696,CHF
07/02/2020,-0.452,EONIA
07/02/2020,-0.269,EUR12M
07/02/2020,-0.458,EUR1M
07/02/2020,-0.509,EUR1W
07/02/2020,-0.4,EUR3M
07/02/2020,-0.339,EUR6M
07/02/2020,0.8490000000000001,GBP
07/02/2020,120.13,JPY
07/02/2020,10.177999999999999,NOK
07/02/2020,1.0944,USD
07/03/2019,-0.364,EONIA
07/03/2019,-0.108,EUR12M
07/03/2019,-0.3670000000000001,EUR1M
07/03/2019,-0.375,EUR1W
07/03/2019,-0.308,EUR3M
07/03/2019,-0.231,EUR6M
07/04/2020,1.056,CHF
07/04/2020,-0.448,EONIA
07/04/2020,-0.122,EUR12M
07/04/2020,-0.406,EUR1M
07/04/2020,-0.515,EUR1W
07/04/2020,-0.293,EUR3M
07/04/2020,-0.232,EUR6M
07/04/2020,0.8824,GBP
07/04/2020,118.476,JPY
07/04/2020,11.1661,NOK
07/04/2020,1.0892,USD
07/05/2019,-0.363,EONIA
07/05/2019,-0.115,EUR12M
07/05/2019,-0.3670000000000001,EUR1M
07/05/2019,-0.38,EUR1W
07/05/2019,-0.308,EUR3M
07/05/2019,-0.229,EUR6M
07/05/2020,1.0542,CHF
07/05/2020,-0.456,EONIA
07/05/2020,-0.078,EUR12M
07/05/2020,-0.445,EUR1M
07/05/2020,-0.504,EUR1W
07/05/2020,-0.258,EUR3M
07/05/2020,-0.114,EUR6M
07/05/2020,0.8758,GBP
07/05/2020,115.20100000000001,JPY
07/05/2020,11.0961,NOK
07/05/2020,1.0838,USD
07/06/2019,-0.252,EONIA
07/06/2019,-0.175,EUR12M
07/06/2019,-0.381,EUR1M
07/06/2019,-0.391,EUR1W
07/06/2019,-0.319,EUR3M
07/06/2019,-0.256,EUR6M
07/08/2019,-0.359,EONIA
07/08/2019,-0.322,EUR12M
07/08/2019,-0.401,EUR1M
07/08/2019,-0.403,EUR1W
07/08/2019,-0.39,EUR3M
07/08/2019,-0.389,EUR6M
07/10/2019,-0.469,EONIA
07/10/2019,-0.336,EUR12M
07/10/2019,-0.468,EUR1M
07/10/2019,-0.498,EUR1W
07/10/2019,-0.423,EUR3M
07/10/2019,-0.389,EUR6M
07/11/2019,-0.452,EONIA
07/11/2019,-0.27,EUR12M
07/11/2019,-0.449,EUR1M
07/11/2019,-0.478,EUR1W
07/11/2019,-0.4,EUR3M
07/11/2019,-0.334,EUR6M
08/01/2019,-0.362,EONIA
08/01/2019,-0.118,EUR12M
08/01/2019,-0.363,EUR1M
08/01/2019,-0.3720000000000001,EUR1W
08/01/2019,-0.308,EUR3M
08/01/2019,-0.236,EUR6M
08/01/2020,1.0816,CHF
08/01/2020,-0.451,EONIA
08/01/2020,-0.251,EUR12M
08/01/2020,-0.448,EUR1M
08/01/2020,-0.511,EUR1W
08/01/2020,-0.39,EUR3M
08/01/2020,-0.332,EUR6M
08/01/2020,0.8477,GBP
08/01/2020,121.185,JPY
08/01/2020,9.8422,NOK
08/01/2020,1.111,USD
08/02/2019,-0.362,EONIA
08/02/2019,-0.109,EUR12M
08/02/2019,-0.368,EUR1M
08/02/2019,-0.3720000000000001,EUR1W
08/02/2019,-0.308,EUR3M
08/02/2019,-0.233,EUR6M
08/03/2019,-0.369,EONIA
08/03/2019,-0.109,EUR12M
08/03/2019,-0.3670000000000001,EUR1M
08/03/2019,-0.375,EUR1W
08/03/2019,-0.308,EUR3M
08/03/2019,-0.232,EUR6M
08/04/2019,-0.37,EONIA
08/04/2019,-0.112,EUR12M
08/04/2019,-0.3670000000000001,EUR1M
08/04/2019,-0.379,EUR1W
08/04/2019,-0.31,EUR3M
08/04/2019,-0.231,EUR6M
08/04/2020,1.0555,CHF
08/04/2020,-0.45,EONIA
08/04/2020,-0.09,EUR12M
08/04/2020,-0.379,EUR1M
08/04/2020,-0.517,EUR1W
08/04/2020,-0.254,EUR3M
08/04/2020,-0.196,EUR6M
08/04/2020,0.8766,GBP
08/04/2020,118.198,JPY
08/04/2020,11.1299,NOK
08/04/2020,1.0859,USD
08/05/2019,-0.366,EONIA
08/05/2019,-0.117,EUR12M
08/05/2019,-0.366,EUR1M
08/05/2019,-0.38,EUR1W
08/05/2019,-0.308,EUR3M
08/05/2019,-0.23,EUR6M
08/05/2020,1.0519,CHF
08/05/2020,-0.456,EONIA
08/05/2020,-0.075,EUR12M
08/05/2020,-0.451,EUR1M
08/05/2020,-0.503,EUR1W
08/05/2020,-0.246,EUR3M
08/05/2020,-0.145,EUR6M
08/05/2020,0.8734,GBP
08/05/2020,115.639,JPY
08/05/2020,11.062000000000001,NOK
08/05/2020,1.0838,USD
08/07/2019,-0.368,EONIA
08/07/2019,-0.258,EUR12M
08/07/2019,-0.393,EUR1M
08/07/2019,-0.398,EUR1W
08/07/2019,-0.35600000000000004,EUR3M
08/07/2019,-0.338,EUR6M
08/08/2019,-0.35200000000000004,EONIA
08/08/2019,-0.339,EUR12M
08/08/2019,-0.409,EUR1M
08/08/2019,-0.407,EUR1W
08/08/2019,-0.398,EUR3M
08/08/2019,-0.393,EUR6M
08/10/2019,-0.467,EONIA
08/10/2019,-0.33,EUR12M
08/10/2019,-0.463,EUR1M
08/10/2019,-0.4970000000000001,EUR1W
08/10/2019,-0.417,EUR3M
08/10/2019,-0.387,EUR6M
08/11/2019,-0.455,EONIA
08/11/2019,-0.262,EUR12M
08/11/2019,-0.463,EUR1M
08/11/2019,-0.477,EUR1W
08/11/2019,-0.395,EUR3M
08/11/2019,-0.324,EUR6M
09/01/2019,-0.365,EONIA
09/01/2019,-0.118,EUR12M
09/01/2019,-0.364,EUR1M
09/01/2019,-0.374,EUR1W
09/01/2019,-0.308,EUR3M
09/01/2019,-0.236,EUR6M
09/01/2020,1.0804,CHF
09/01/2020,-0.454,EONIA
09/01/2020,-0.26,EUR12M
09/01/2020,-0.456,EUR1M
09/01/2020,-0.518,EUR1W
09/01/2020,-0.393,EUR3M
09/01/2020,-0.333,EUR6M
09/01/2020,0.8498,GBP
09/01/2020,121.59,JPY
09/01/2020,9.8608,NOK
09/01/2020,1.1106,USD
09/03/2020,1.0590000000000002,CHF
09/03/2020,-0.454,EONIA
09/03/2020,-0.35200000000000004,EUR12M
09/03/2020,-0.496,EUR1M
09/03/2020,-0.516,EUR1W
09/03/2020,-0.468,EUR3M
09/03/2020,-0.421,EUR6M
09/03/2020,0.8733,GBP
09/03/2020,117.16799999999999,JPY
09/03/2020,10.9479,NOK
09/03/2020,1.1438,USD
09/04/2019,-0.368,EONIA
09/04/2019,-0.112,EUR12M
09/04/2019,-0.3670000000000001,EUR1M
09/04/2019,-0.378,EUR1W
09/04/2019,-0.31,EUR3M
09/04/2019,-0.231,EUR6M
09/04/2020,1.0563,CHF
09/04/2020,-0.451,EONIA
09/04/2020,-0.087,EUR12M
09/04/2020,-0.387,EUR1M
09/04/2020,-0.507,EUR1W
09/04/2020,-0.22,EUR3M
09/04/2020,-0.179,EUR6M
09/04/2020,0.8766,GBP
09/04/2020,118.51799999999999,JPY
09/04/2020,11.1653,NOK
09/04/2020,1.0926,USD
09/05/2019,-0.364,EONIA
09/05/2019,-0.118,EUR12M
09/05/2019,-0.366,EUR1M
09/05/2019,-0.381,EUR1W
09/05/2019,-0.308,EUR3M
09/05/2019,-0.231,EUR6M
09/07/2019,-0.368,EONIA
09/07/2019,-0.258,EUR12M
09/07/2019,-0.389,EUR1M
09/07/2019,-0.394,EUR1W
09/07/2019,-0.358,EUR3M
09/07/2019,-0.336,EUR6M
09/08/2019,-0.358,EONIA
09/08/2019,-0.343,EUR12M
09/08/2019,-0.403,EUR1M
09/08/2019,-0.408,EUR1W
09/08/2019,-0.404,EUR3M
09/08/2019,-0.396,EUR6M
09/09/2019,-0.363,EONIA
09/09/2019,-0.36,EUR12M
09/09/2019,-0.448,EUR1M
09/09/2019,-0.407,EUR1W
09/09/2019,-0.433,EUR3M
09/09/2019,-0.413,EUR6M
09/10/2019,-0.467,EONIA
09/10/2019,-0.333,EUR12M
09/10/2019,-0.464,EUR1M
09/10/2019,-0.501,EUR1W
09/10/2019,-0.418,EUR3M
09/10/2019,-0.384,EUR6M
09/12/2019,-0.456,EONIA
09/12/2019,-0.277,EUR12M
09/12/2019,-0.451,EUR1M
09/12/2019,-0.505,EUR1W
09/12/2019,-0.392,EUR3M
09/12/2019,-0.332,EUR6M
10/01/2019,-0.366,EONIA
10/01/2019,-0.118,EUR12M
10/01/2019,-0.364,EUR1M
10/01/2019,-0.374,EUR1W
10/01/2019,-0.308,EUR3M
10/01/2019,-0.236,EUR6M
10/01/2020,1.0813,CHF
